"variable_1","variable_2","fastCCLasso","SparCC","CCLasso","COAT"
"OTU_35","OTU_7",0,-0.148426579381276,-0.0705269357528597,-0.0826691287201711
"OTU_36","OTU_7",0,0,0,0
"OTU_37","OTU_7",0,-0.0517616298259481,0,0
"OTU_38","OTU_7",0,-0.136236468464267,0,-0.0793775775687639
"OTU_39","OTU_7",0,0,0,0
"OTU_40","OTU_7",0,-0.141412834248521,-0.0716440896277999,-0.0818926482624646
"OTU_41","OTU_7",0.0504187660617959,0.0744530483616586,0.0634024871021733,0
"OTU_42","OTU_7",0,0.0848275619679367,0.085464731788482,0
"OTU_43","OTU_7",0,0.0618968412201954,0,0
"OTU_44","OTU_7",0,0,0,0
"OTU_45","OTU_7",0.0682222062173195,0.121264131819226,0.10511349656683,0
"OTU_46","OTU_7",0,0.102052704573323,0,0
"OTU_47","OTU_7",0.0736877307055916,0.117836198309059,0.120417995735674,0
"OTU_48","OTU_7",0,0.0510987599464183,0,0
"OTU_49","OTU_7",0,0.0949033154320205,0,0
"OTU_50","OTU_7",0.0734318927597886,0.113612219859014,0.0959939525610164,0
"OTU_51","OTU_7",0,-0.173560641083796,-0.0906676804987723,-0.112193631494179
"OTU_52","OTU_7",0.0779268359554463,0.141646782065426,0.128038103394138,0
"OTU_53","OTU_7",0.07908080707999,0.152843173650541,0.109638416827867,0
"OTU_54","OTU_7",0,0,0,0
"OTU_55","OTU_7",0,-0.0502834899052986,0,0
"OTU_56","OTU_7",0.0600242807656181,0.114223033608942,0.115346593412319,0
"OTU_57","OTU_7",0,-0.0869559707058173,0,0
"OTU_58","OTU_7",0,-0.0687118206387761,0,0
"OTU_59","OTU_7",0.0963847764555253,0.2702656245907,0.255304008327667,0.201448162970506
"OTU_60","OTU_7",0,0,0,0
"OTU_61","OTU_7",0,0,0,0
"OTU_9","OTU_8",0.28224986869225,0.538544198828169,0.493482365879954,0.441798684341409
"OTU_10","OTU_8",0,0.154223553372567,0.0565113654264762,0.059385414770892
"OTU_11","OTU_8",0.198239098374521,0.453906429385348,0.30969488745525,0.370305806041147
"OTU_12","OTU_8",0,0,0,0
"OTU_13","OTU_8",0,-0.175119636655004,-0.141831175596355,-0.103762808809257
"OTU_14","OTU_8",0,0.244088378355775,0.100382124016523,0.150419200049118
"OTU_15","OTU_8",0.0531362206935638,0.325009262375178,0.184415326157643,0.22439213276209
"OTU_16","OTU_8",0,0.052411659200102,0,0
"OTU_17","OTU_8",0,0.255458252437504,0.163265079149766,0.160038410115985
"OTU_18","OTU_8",0,0.138589386755136,0,0.0506453873777972
"OTU_19","OTU_8",0,0.231802911847984,0.0601082081294317,0.152607973818307
"OTU_20","OTU_8",0,-0.252136449181556,-0.104265272280146,-0.219231715458547
"OTU_21","OTU_8",0,-0.0871154302987523,0,0
"OTU_22","OTU_8",0,0.245891833474907,0.146560719744152,0.14278976692493
"OTU_23","OTU_8",0,0,0,0
"OTU_24","OTU_8",0,0.10465119574233,0,0
"OTU_25","OTU_8",0,0.333360356410573,0.14650735962594,0.257009658368317
"OTU_26","OTU_8",0,0.0745352561554782,0,0
"OTU_27","OTU_8",0,0,-0.0569680295055786,0
"OTU_28","OTU_8",-0.0907858066596921,-0.332483215749712,-0.239774053990972,-0.293102614644597
"OTU_29","OTU_8",0.259217022006057,0.538421697462762,0.48090582405314,0.447918712998292
"OTU_30","OTU_8",0,0,0,0
"OTU_31","OTU_8",0,0.199300318440795,0.0911804054581147,0.100302200665934
"OTU_32","OTU_8",0,0.244090467477057,0.148482668505452,0.149437027408304
"OTU_33","OTU_8",0,0,-0.0678689446112122,0
"OTU_34","OTU_8",0,0,0,0
"OTU_35","OTU_8",0.0660763990919141,0.303311026843858,0.235280712782057,0.210585306991228
"OTU_36","OTU_8",0,0.197880724055054,0,0.108418382566042
"OTU_37","OTU_8",0,0.185664444524816,0,0.0936629884789368
"OTU_38","OTU_8",0,-0.115843896946605,-0.0940320580061933,-0.0639558911978121
"OTU_39","OTU_8",0,0,0,0
"OTU_40","OTU_8",0,0.17890203930352,0.112160304176014,0.0941301722903122
"OTU_41","OTU_8",0,-0.169467969052251,0,-0.148088024683828
"OTU_42","OTU_8",0,-0.23726156734613,-0.0686113192930697,-0.212407664152782
"OTU_43","OTU_8",0,0.168881969172861,0,0.0713862424572279
"OTU_44","OTU_8",0,0.226535944814932,0.174912750371219,0.127231781366938
"OTU_45","OTU_8",0,-0.206115826569919,0,-0.184677382044738
"OTU_46","OTU_8",0,-0.21137827613304,-0.090202986852187,-0.170088773105106
"OTU_47","OTU_8",0,-0.221747664355055,0,-0.199805461763098
"OTU_48","OTU_8",0,0.0995073746820815,0,0
"OTU_49","OTU_8",0,-0.210512734350202,-0.0800902291462142,-0.147728591455467
"OTU_50","OTU_8",0,-0.239843950667697,0,-0.194444150281384
"OTU_51","OTU_8",-0.0682515615131083,-0.299812419020937,-0.189385427826951,-0.238946632187853
"OTU_52","OTU_8",0,-0.125581732690908,0,-0.0938784651723096
"OTU_53","OTU_8",0,-0.146990666088273,0,-0.142767789455442
"OTU_54","OTU_8",0,0.270912213528617,0.161157216968625,0.168252298662983
"OTU_55","OTU_8",0,0,0,0
"OTU_56","OTU_8",0,-0.174693116767507,0,-0.141505426577204
"OTU_57","OTU_8",-0.10237751399732,-0.313965517824682,-0.282924854718625,-0.280824586920813
"OTU_58","OTU_8",0,0.182992683563608,0.088824098904742,0.0967277689432107
"OTU_59","OTU_8",0,-0.243273557698593,-0.18084519089218,-0.187350421550685
"OTU_60","OTU_8",0,-0.152384791552455,-0.13300003129918,-0.0915070698944547
"OTU_61","OTU_8",0,-0.283805441372552,-0.115661797754627,-0.242410529434689
"OTU_10","OTU_9",0,-0.0850501709198198,-0.117786525741438,0
"OTU_11","OTU_9",0.0569623534035263,0.242639974271082,0.14330281649175,0.145973113440795
"OTU_12","OTU_9",0,0,0,0
"OTU_13","OTU_9",-0.0847422140571063,-0.264457856697277,-0.193361720980868,-0.21976246241826
"OTU_14","OTU_9",0,0,0,0
"OTU_15","OTU_9",0,0.278022830031783,0.203482374433927,0.178117809024298
"OTU_16","OTU_9",0,0.173455590643401,0.109769907168154,0.0712232871541903
"OTU_17","OTU_9",0.0659954531168686,0.28670114888291,0.179373509746916,0.198029841556657
"OTU_18","OTU_9",0,0.150970587471408,0,0.0630072173092543
"OTU_19","OTU_9",0,0.183124036736779,0,0.0991908794015703
"OTU_20","OTU_9",0,-0.237047988472076,-0.140080487826463,-0.203487966633747
"OTU_21","OTU_9",0,-0.108167595397307,-0.0663177002496416,0
"OTU_22","OTU_9",0,0.156668905937573,0.0757537963866478,0.0567383331561155
"OTU_23","OTU_9",0,-0.099254710813209,0,0
"OTU_24","OTU_9",0,-0.106234731553496,-0.118744049732497,-0.0559710003245032
"OTU_25","OTU_9",0,0.154893566121287,0,0.0666226264246112
"OTU_26","OTU_9",0,-0.112951128943846,-0.0720119738356264,-0.0613440824469099
"OTU_27","OTU_9",0,0.0961137870489896,0,0
"OTU_28","OTU_9",0,0,0,0
"OTU_29","OTU_9",0.332699451172854,0.573758002399475,0.513714244971232,0.490828503593406
"OTU_30","OTU_9",0,0,0,0
"OTU_31","OTU_9",0,0,0,0
"OTU_32","OTU_9",0.0706863737548815,0.330720806634396,0.243641380010539,0.247762277465246
"OTU_33","OTU_9",0,0.137632716062059,0,0
"OTU_34","OTU_9",0,0.110411874195961,0,0
"OTU_35","OTU_9",0,0.221972507847585,0.125168355848582,0.127815614112364
"OTU_36","OTU_9",0,0,0,0
"OTU_37","OTU_9",0,0,0,0
"OTU_38","OTU_9",0,-0.0741149329880739,-0.0933103551596961,0
"OTU_39","OTU_9",0,0.211104308012744,0.125106228691521,0.121233342043618
"OTU_40","OTU_9",0,0.239015521802072,0.142120232641071,0.14836294763714
"OTU_41","OTU_9",0,-0.187171337431707,0,-0.173742512535345
"OTU_42","OTU_9",0,-0.213082003369872,0,-0.193888851148431
"OTU_43","OTU_9",0,-0.0501020683131191,-0.0723001345102596,0
"OTU_44","OTU_9",0.322012948490336,0.553955470197458,0.4832734101466,0.455501025105707
"OTU_45","OTU_9",0,-0.148044600121553,0,-0.133748813418837
"OTU_46","OTU_9",0,-0.12970915501791,0,-0.0954782394446557
"OTU_47","OTU_9",0,-0.187459492946055,0,-0.169824382459944
"OTU_48","OTU_9",0,0,0,0
"OTU_49","OTU_9",0,0,0,0
"OTU_50","OTU_9",0,-0.233299881511184,0,-0.196299391955926
"OTU_51","OTU_9",0,-0.0738215468135538,0,0
"OTU_52","OTU_9",0,-0.0966007328690096,0,-0.074881337397519
"OTU_53","OTU_9",0,-0.193396785406119,0,-0.195588000161613
"OTU_54","OTU_9",0,0.260190205365127,0.208214425867018,0.161548806399383
"OTU_55","OTU_9",0,-0.075911568322088,0,0
"OTU_56","OTU_9",0,-0.129894478060961,0,-0.107464786896837
"OTU_57","OTU_9",0,-0.229857707829326,-0.17099675487634,-0.185660726623004
"OTU_58","OTU_9",0,0.170983311554019,0.0875230755299186,0.0767469143452816
"OTU_59","OTU_9",0,-0.106838705695588,-0.116626987884447,0
"OTU_60","OTU_9",0,-0.166476699516235,-0.174490523678351,-0.115039793914077
"OTU_61","OTU_9",0,-0.325412106318078,-0.216149897770422,-0.292947794734957
"OTU_11","OTU_10",0,0.189124578582019,0,0.108429466232418
"OTU_12","OTU_10",-0.0926889844733149,-0.242664091104053,-0.298578539239167,-0.170636017986775
"OTU_13","OTU_10",0,0,0,0
"OTU_14","OTU_10",0,0.206240651976623,0,0.118623265804071
"OTU_15","OTU_10",0,0.216613221888904,0,0.115270505418361
"OTU_16","OTU_10",-0.0681226362759648,-0.205017400408979,-0.203491906458322,-0.136767604553406
"OTU_17","OTU_10",0,-0.145050116362274,-0.0765293528883699,-0.0673977095814194
"OTU_18","OTU_10",0.067479508447026,0.312251265184628,0.174054563447365,0.238792235536554
"OTU_19","OTU_10",0,0.264050810445281,0.0596115264719388,0.205560740836231
"OTU_20","OTU_10",0,0,0,0
"OTU_21","OTU_10",0,-0.110872295294336,0,-0.0667518282034429
"OTU_22","OTU_10",0,0.180575446798757,0,0.0779675167806885
"OTU_23","OTU_10",0,0.15663473807866,0.0521108211177044,0.0688514135353373
"OTU_24","OTU_10",0,-0.0776342773595261,-0.0795559517455591,0
"OTU_25","OTU_10",0,0.276137493476149,0.0549648356746605,0.213621461431577
"OTU_26","OTU_10",0,0.226251594626323,0.0741771974693871,0.145995950542678
"OTU_27","OTU_10",0,-0.0806827194398708,-0.12506158623962,0
"OTU_28","OTU_10",-0.0901884795033779,-0.329128035311071,-0.292031105952554,-0.29870999427866
"OTU_29","OTU_10",0,0.225378577496975,0.0910420911383634,0.147590288236904
"OTU_30","OTU_10",-0.0787820241724463,-0.22874838676204,-0.215148567830755,-0.157533041713589
"OTU_31","OTU_10",0,0.142222601454361,0,0.0562520073297587
"OTU_32","OTU_10",0,0.296124023031936,0.158500609692634,0.212892781437628
"OTU_33","OTU_10",0,-0.120401275258622,-0.136008124440317,0
"OTU_34","OTU_10",0,-0.0584308192116095,0,0
"OTU_35","OTU_10",0,0.17366376021669,0.0506992338964002,0.0826874514077825
"OTU_36","OTU_10",0,0.309414967167126,0.158470844025014,0.246687592577516
"OTU_37","OTU_10",0,0.273922325387188,0.0741241209120056,0.200620915310864
"OTU_38","OTU_10",0.0696735707970825,0.313417629070221,0.167240011125764,0.221557166716746
"OTU_39","OTU_10",0,-0.055109311078637,-0.0769051970166359,0
"OTU_40","OTU_10",0,0,0,0
"OTU_41","OTU_10",0,0,0,0
"OTU_42","OTU_10",0,-0.106537147721154,0,-0.0818230865236323
"OTU_43","OTU_10",0,0.281615287603047,0.0971780922057235,0.202414746401702
"OTU_44","OTU_10",0,0,0,0
"OTU_45","OTU_10",0,-0.171813096979039,0,-0.152082174238182
"OTU_46","OTU_10",0,-0.154379240755645,0,-0.107174695457029
"OTU_47","OTU_10",0,-0.146938209958848,0,-0.128590281876028
"OTU_48","OTU_10",0.0517413538638076,0.296968262204189,0.165301714851764,0.205166763438913
"OTU_49","OTU_10",-0.0506330821812172,-0.221158341535593,-0.12687384619312,-0.148609939285316
"OTU_50","OTU_10",0,0,0,0
"OTU_51","OTU_10",-0.121468943488438,-0.387932557786067,-0.319420267283165,-0.333956422827057
"OTU_52","OTU_10",0,-0.134771008448883,0,-0.109144814203376
"OTU_53","OTU_10",0,-0.0550825945350003,0,-0.0522904737676599
"OTU_54","OTU_10",0,0.207914390571239,0,0.113419650759326
"OTU_55","OTU_10",0.0826821109657807,0.33710374226695,0.168336980826871,0.238724565439498
"OTU_56","OTU_10",0,-0.198850413292436,0,-0.170930958986714
"OTU_57","OTU_10",0,-0.158296703479472,-0.0732545499595258,-0.125865973198117
"OTU_58","OTU_10",0,0,0,0
"OTU_59","OTU_10",0,-0.146928593588133,-0.0568229625008547,-0.097322962406477
"OTU_60","OTU_10",-0.0700464514836135,-0.204970424539308,-0.227555509393481,-0.135059674094286
"OTU_61","OTU_10",0,-0.058796687063864,0,0
"OTU_12","OTU_11",0,-0.175195877692179,-0.136503489192623,-0.0965284196637383
"OTU_13","OTU_11",0,-0.053498989813269,0,0
"OTU_14","OTU_11",0,0.172757985095752,0,0.0839604325135255
"OTU_15","OTU_11",0,0.208228277243128,0,0.108405873239509
"OTU_16","OTU_11",0,0,0,0
"OTU_17","OTU_11",0,0.150513516036363,0,0.0597033245183206
"OTU_18","OTU_11",0.0631116598113463,0.27548912990026,0.107478650544928,0.186379231185049
"OTU_19","OTU_11",0.120557522371696,0.42454571702265,0.224032306167516,0.32426984008095
"OTU_20","OTU_11",0,-0.0983213510478136,0,-0.0556171665595977
"OTU_21","OTU_11",-0.101003778376319,-0.292318062835265,-0.20740054491873,-0.216394734723672
"OTU_22","OTU_11",0,0.112072639722501,0,0
"OTU_23","OTU_11",0,0,0,0
"OTU_24","OTU_11",0,0,0,0
"OTU_25","OTU_11",0.0966416027935099,0.401336504741883,0.159843579559258,0.315717900773028
"OTU_26","OTU_11",0,0.126460583404558,0,0
"OTU_27","OTU_11",0,-0.0843434318898448,-0.0910036659569167,0
"OTU_28","OTU_11",-0.138639605256642,-0.396119040584934,-0.238449778081562,-0.357607961586816
"OTU_29","OTU_11",0.154979449020501,0.440212209641763,0.227379578838008,0.341301449904466
"OTU_30","OTU_11",0,0,0,0
"OTU_31","OTU_11",0,-0.0879904814186955,-0.139952649603086,0
"OTU_32","OTU_11",0.186429917207783,0.494069422432913,0.238622989599263,0.367454259760789
"OTU_33","OTU_11",0,0,0,0
"OTU_34","OTU_11",-0.0595945007619405,-0.207867326636021,-0.191611989386248,-0.134333102081181
"OTU_35","OTU_11",0.0890597626587702,0.326340837787305,0.130072015569018,0.233180050790594
"OTU_36","OTU_11",0,0.205460843153896,0,0.123643200139727
"OTU_37","OTU_11",0,0.215822709617971,0,0.125547583271349
"OTU_38","OTU_11",0,0.196272246553308,0,0.123193293867333
"OTU_39","OTU_11",0,-0.0860372784495389,0,0
"OTU_40","OTU_11",0,0,-0.0801498630970161,0
"OTU_41","OTU_11",0,-0.117523868038757,0,-0.0962582846748213
"OTU_42","OTU_11",0,-0.10089942428446,0.0730030798718919,-0.0689496753288328
"OTU_43","OTU_11",0,0.176288835655729,0,0.0823795874995776
"OTU_44","OTU_11",-0.0508277720252978,-0.16014260249213,-0.16168789569362,-0.0768790781608669
"OTU_45","OTU_11",0,-0.237958733276558,0,-0.193473539817841
"OTU_46","OTU_11",-0.0500972617884801,-0.269710469153778,-0.178971439260784,-0.225815412594122
"OTU_47","OTU_11",0,-0.173321672005548,0,-0.150761971323778
"OTU_48","OTU_11",0,0.240710655623643,0.130703593737748,0.152645020918839
"OTU_49","OTU_11",-0.171329579669631,-0.426592307706342,-0.346975195036045,-0.368884647304692
"OTU_50","OTU_11",0,-0.354892476165033,0,-0.302287208033428
"OTU_51","OTU_11",0,-0.171191238408634,0,-0.0977563085243525
"OTU_52","OTU_11",0,-0.0685457566701913,0.069329221706546,0
"OTU_53","OTU_11",0,-0.0514430927909886,0.0608822823045947,0
"OTU_54","OTU_11",0,0.0721587811802683,-0.0771846916027465,0
"OTU_55","OTU_11",0,0.158745065102837,0,0.0777555901046955
"OTU_56","OTU_11",0,0,0.0881195750865518,0
"OTU_57","OTU_11",-0.0537244032286732,-0.22833152722099,-0.165288896620283,-0.187820899245017
"OTU_58","OTU_11",0,-0.153887344853373,-0.185726797638752,-0.0872987012130204
"OTU_59","OTU_11",-0.10997620697404,-0.348163935512516,-0.203651878236359,-0.276857693943873
"OTU_60","OTU_11",0,0,0,0
"OTU_61","OTU_11",0,-0.317272519015729,-0.0776382109699778,-0.260007007585661
"OTU_13","OTU_12",-0.121451144135242,-0.341713581290085,-0.250015285976388,-0.278693250933835
"OTU_14","OTU_12",0,-0.0608815764177448,0,0
"OTU_15","OTU_12",0,0.0831382932087536,0,0
"OTU_16","OTU_12",0,0.220153918725988,0.146937883894682,0.137990178328247
"OTU_17","OTU_12",0,-0.0869635321658944,-0.0557675072074655,0
"OTU_18","OTU_12",0,-0.080546571136423,-0.0667885183460661,0
"OTU_19","OTU_12",0,0.133204938536038,0,0.0555967110659734
"OTU_20","OTU_12",0,-0.245572171820323,-0.132100597602814,-0.199931341345216
"OTU_21","OTU_12",0,0.0719327605738006,0,0
"OTU_22","OTU_12",0,0,0,0
"OTU_23","OTU_12",0,-0.159926457569747,-0.120081310522572,-0.0957668427608931
"OTU_24","OTU_12",0,0.183421084492526,0.0963535435523328,0.0877680864018104
"OTU_25","OTU_12",0,0.108137764157278,0,0
"OTU_26","OTU_12",0,-0.158573476009373,-0.125133843094991,-0.0951191454181216
"OTU_27","OTU_12",0.056238284980699,0.335088745912486,0.213249453713207,0.256882892163503
"OTU_28","OTU_12",0.10706723814516,0.27648278071679,0.291439030826072,0.192912689608316
"OTU_29","OTU_12",0,0,0,0
"OTU_30","OTU_12",0.14832719412768,0.390890064328675,0.288786895632518,0.299103580520088
"OTU_31","OTU_12",0,0,-0.0574765680384979,0
"OTU_32","OTU_12",0,0,0,0
"OTU_33","OTU_12",0,0.237702135995165,0.155021143126892,0.152058271494367
"OTU_34","OTU_12",0.109749814481459,0.368444181513215,0.245061210646467,0.297758669736715
"OTU_35","OTU_12",0,0,0,0
"OTU_36","OTU_12",0,0,0,0
"OTU_37","OTU_12",0,0,0,0
"OTU_38","OTU_12",0,0.0887034513929475,0,0
"OTU_39","OTU_12",0,0.158898360976167,0.0749396751445566,0.0757930088897382
"OTU_40","OTU_12",0.165195077879261,0.469320007233731,0.298128884335191,0.402203526559731
"OTU_41","OTU_12",0,-0.195194673920672,0,-0.176332094722471
"OTU_42","OTU_12",0,-0.0667300310817007,0,0
"OTU_43","OTU_12",0,0,0,0
"OTU_44","OTU_12",0,0.253617916954427,0.137892722053642,0.170388413847083
"OTU_45","OTU_12",0,0,0,0
"OTU_46","OTU_12",0,0,0,0
"OTU_47","OTU_12",0,-0.184603153181897,0,-0.164807533260427
"OTU_48","OTU_12",-0.0968409180263016,-0.241952485848517,-0.228186367999422,-0.169704500529827
"OTU_49","OTU_12",0,0.177503619478627,0.0684496939149788,0.0984369357538938
"OTU_50","OTU_12",0,-0.179960403314298,0,-0.127749179116402
"OTU_51","OTU_12",0,0,0,0
"OTU_52","OTU_12",0,-0.126821053876221,0,-0.103004181233697
"OTU_53","OTU_12",0,-0.0969872380908205,0,-0.101704243102292
"OTU_54","OTU_12",0,0,0,0
"OTU_55","OTU_12",0,-0.073675565139627,0,0
"OTU_56","OTU_12",0,-0.203603446910399,0,-0.176786541471472
"OTU_57","OTU_12",0,-0.126988294407145,-0.0659817094026522,-0.0757414337377153
"OTU_58","OTU_12",0.147904955378978,0.435517164841118,0.267222109552114,0.359556777623533
"OTU_59","OTU_12",0,0,0,0
"OTU_60","OTU_12",0.0782003622051245,0.326147849082192,0.208484229369943,0.243636805052118
"OTU_61","OTU_12",0,-0.167320451909768,0,-0.121054616859273
"OTU_14","OTU_13",0,0,0,0
"OTU_15","OTU_13",0,-0.0943294617256034,-0.0609810559352495,-0.0610717562821672
"OTU_16","OTU_13",0,0.0809113370369518,0.0637372092985414,0
"OTU_17","OTU_13",0,0.0845544726642587,0,0
"OTU_18","OTU_13",0,0,0,0
"OTU_19","OTU_13",-0.0757008439077886,-0.23660005456829,-0.219054567733623,-0.179869342743404
"OTU_20","OTU_13",0.24200859933078,0.381457370166139,0.392766546628222,0.282935937302628
"OTU_21","OTU_13",0,-0.0900345354466177,0,0
"OTU_22","OTU_13",0,-0.105897666796498,-0.0618738167931945,-0.0610984790512462
"OTU_23","OTU_13",0,0.0579192897004303,0,0
"OTU_24","OTU_13",0,0.133117592515057,0.0914911806372432,0
"OTU_25","OTU_13",-0.146422766558183,-0.319585512664496,-0.335279557041776,-0.272718714280044
"OTU_26","OTU_13",0,0.074707151383898,0,0
"OTU_27","OTU_13",0,0,0,0
"OTU_28","OTU_13",0,0,0,0
"OTU_29","OTU_13",-0.139553366671407,-0.355509962403744,-0.299898848182425,-0.304999650919827
"OTU_30","OTU_13",0,0,0,0
"OTU_31","OTU_13",0,0,0,0
"OTU_32","OTU_13",0,-0.104351310223659,-0.0517785626354572,-0.0667374844068581
"OTU_33","OTU_13",0,0,0,0
"OTU_34","OTU_13",-0.0535379354800843,-0.255487171330055,-0.182696095117283,-0.204655938152139
"OTU_35","OTU_13",0,-0.0708396922297994,0,0
"OTU_36","OTU_13",0,-0.0644597416959126,0,0
"OTU_37","OTU_13",0,0,0,0
"OTU_38","OTU_13",0,-0.0829508509576615,0,0
"OTU_39","OTU_13",0,0,0,0
"OTU_40","OTU_13",-0.1779905641429,-0.366871878176049,-0.369728222009156,-0.317911416956659
"OTU_41","OTU_13",0.129008925535151,0.215861258003966,0.278180762858756,0.119259519460707
"OTU_42","OTU_13",0.0631336481813451,0.0984152747810335,0.190917024518289,0
"OTU_43","OTU_13",0,-0.0996791692681471,0,-0.0537852013884873
"OTU_44","OTU_13",-0.112024016557964,-0.339866107417803,-0.272599049806538,-0.281400047269616
"OTU_45","OTU_13",0.0557148783555663,0.0749661836901271,0.175532402010384,0
"OTU_46","OTU_13",0,0,0,0
"OTU_47","OTU_13",0.140065958538394,0.214133394111564,0.30031588133425,0.117131577616165
"OTU_48","OTU_13",0,0,0,0
"OTU_49","OTU_13",0,-0.121198946994274,0,-0.0586754509765931
"OTU_50","OTU_13",0.141016497981315,0.21838844794503,0.288348988778277,0.137280933599406
"OTU_51","OTU_13",0,0.102468860485446,0.152267789470361,0
"OTU_52","OTU_13",0.0523580140224087,0.068619443398424,0.182326501583935,0
"OTU_53","OTU_13",0.107669712560777,0.19341770356951,0.296095465156888,0.0679660283703651
"OTU_54","OTU_13",0,-0.123112425489639,-0.117256884221207,-0.0696948305608444
"OTU_55","OTU_13",0,-0.193505571342246,-0.130087970353542,-0.15250361372655
"OTU_56","OTU_13",0.186086894829771,0.273353236983413,0.382419580386883,0.179200743415058
"OTU_57","OTU_13",0.317575991207541,0.503236708727268,0.486519783502679,0.391499700998384
"OTU_58","OTU_13",-0.104985031261345,-0.30554958029429,-0.267975040529031,-0.253605102196855
"OTU_59","OTU_13",0,0,0,0
"OTU_60","OTU_13",0,-0.0610880090693139,0,0
"OTU_61","OTU_13",0.0842484365344731,0.141770648137222,0.201338656626156,0
"OTU_15","OTU_14",0.353330923955345,0.633457611333761,0.507826709231311,0.562801662030738
"OTU_16","OTU_14",0,-0.11897642867934,-0.0759114044011266,0
"OTU_17","OTU_14",0,0.15901299777475,0.0636349243308044,0.0871204556419142
"OTU_18","OTU_14",0,0,0,0
"OTU_19","OTU_14",0,0,0,0
"OTU_20","OTU_14",0,0,0,0
"OTU_21","OTU_14",0,0,0,0
"OTU_22","OTU_14",0.39307272082773,0.658812184956189,0.549266269424817,0.577978903141014
"OTU_23","OTU_14",0.100182625713774,0.31592201342785,0.252866265484645,0.209467911035013
"OTU_24","OTU_14",0,0,0,0
"OTU_25","OTU_14",0,0.142637194079182,0,0.0615083108963841
"OTU_26","OTU_14",0,0,0,0
"OTU_27","OTU_14",0,0.142232699782609,0,0
"OTU_28","OTU_14",0,-0.256052466885632,-0.11000271722634,-0.215856757693811
"OTU_29","OTU_14",0,0.227016719649517,0.0980408400499518,0.144595786505137
"OTU_30","OTU_14",-0.126601631346489,-0.301827017129616,-0.253717898300039,-0.215474851624233
"OTU_31","OTU_14",0.230120276440676,0.482299603454117,0.394797232553375,0.389613746465736
"OTU_32","OTU_14",0,0,0,0
"OTU_33","OTU_14",0,0,0,0
"OTU_34","OTU_14",-0.0522442980040542,-0.202802247501379,-0.146413760459271,-0.134029208765755
"OTU_35","OTU_14",0,0,0,0
"OTU_36","OTU_14",0,0.191836830205173,0,0.105447521803823
"OTU_37","OTU_14",0,0.163648132546202,0,0.0666298706728106
"OTU_38","OTU_14",0,0.100497706634856,0,0
"OTU_39","OTU_14",0,0,0,0
"OTU_40","OTU_14",0,-0.0907864780376048,-0.0864630279360623,0
"OTU_41","OTU_14",0,-0.135836029248115,0,-0.103035873394532
"OTU_42","OTU_14",0,-0.247626732094765,0,-0.229154247100482
"OTU_43","OTU_14",0,0.107912097173115,0,0
"OTU_44","OTU_14",0,0.139589647439619,0,0.0612332481124977
"OTU_45","OTU_14",0,-0.249739934749776,0,-0.234040921316475
"OTU_46","OTU_14",0,-0.0811642612229745,0,0
"OTU_47","OTU_14",0,-0.252549486010985,0,-0.227297302126816
"OTU_48","OTU_14",0,0.115599994629357,0,0
"OTU_49","OTU_14",-0.137686758241015,-0.389449696426008,-0.31485822120391,-0.325975096205468
"OTU_50","OTU_14",0,-0.226401628581165,0,-0.172328229407086
"OTU_51","OTU_14",-0.0969737405544669,-0.35381200342649,-0.217289894386665,-0.295463063483785
"OTU_52","OTU_14",0,-0.139591622091395,0,-0.103807585857067
"OTU_53","OTU_14",0,-0.15057491001862,0,-0.15763430994034
"OTU_54","OTU_14",0.323720956037454,0.588785738052435,0.479889901773422,0.515392915984972
"OTU_55","OTU_14",0.11540161481883,0.380792013581622,0.254650647423579,0.295286238348226
"OTU_56","OTU_14",0,-0.194936972160646,0,-0.168791663610319
"OTU_57","OTU_14",0,0,0,0
"OTU_58","OTU_14",0,-0.0671006101422227,-0.0644878138903062,0
"OTU_59","OTU_14",0,-0.085258761457859,0,0
"OTU_60","OTU_14",-0.0534723762000168,-0.193386759081633,-0.199602732887869,-0.136151632429336
"OTU_61","OTU_14",0,-0.146983440203347,0,-0.0966501323670075
"OTU_16","OTU_15",0,0.125797897335154,0,0
"OTU_17","OTU_15",0,0.24740897874627,0.0877550022143195,0.150724173175028
"OTU_18","OTU_15",0,0,0,0
"OTU_19","OTU_15",0,0.34530522128246,0.119140232617739,0.243607177164319
"OTU_20","OTU_15",-0.165700696604227,-0.352502261809139,-0.313414719803605,-0.324078575137018
"OTU_21","OTU_15",0,0.100643419898645,0,0
"OTU_22","OTU_15",0.581236900824921,0.860123893059867,0.705275690134503,0.77422163070668
"OTU_23","OTU_15",0.0531898047467368,0.299313044580954,0.201191717236548,0.188955953738712
"OTU_24","OTU_15",0,0.0551645975073445,0,0
"OTU_25","OTU_15",0,0.376012286014081,0.138410343289047,0.280799719886469
"OTU_26","OTU_15",0,0.181860329082893,0,0.0636333809592775
"OTU_27","OTU_15",0.0922673210688989,0.465088039381368,0.203721758839158,0.367371808822258
"OTU_28","OTU_15",-0.224741744219183,-0.391637972250127,-0.341699115385381,-0.339886452682542
"OTU_29","OTU_15",0.0988078132870483,0.442506608704391,0.293080075155484,0.35524989776512
"OTU_30","OTU_15",0,0,0,0
"OTU_31","OTU_15",0.15903635077901,0.525536788910072,0.3594409864061,0.437439935295821
"OTU_32","OTU_15",0.0564435606338385,0.403149109679348,0.192484530951769,0.293963857626572
